Title,MRP(Rs.),Savings(%),Price(Rs.),Brand,Model,Capacity,Annual Energy Consumption,Date,Link
Carrier 1.0 Ton 5 Star Emperia CXI Inverter Split AC,59990,33%,39980,Carrier,12K 5 STAR EMPERIA CXi HYBRIDJET,1 Tons,594.17 Kilowatts,18-04-2023,https://amazon.in/Carrier-Emperia-Inverter-Split-CAI12EN5R30W1/dp/B09W29V8RK/ref=sr_1_184?qid=1681802724&s=kitchen&sr=1-184
Symphony Diet 22i 22 Litre Air Cooler,,,,Symphony,,,,18-04-2023,https://amazon.in/Symphony-Diet-22i-Cooler-Control/dp/B00GII0U30/ref=sr_1_185?qid=1681802724&s=kitchen&sr=1-185
"Haier 1.5 Ton 3 Star, WiFi, Inverter Split AC",67990,43%,38490,Haier,HSU18K-PYFR3BE1-INV,1.5 Tons,1020.54 Watts,18-04-2023,https://amazon.in/Haier-Inverter-Convertible-Antibacterial-HSU18K-PYFR3BE1-INV/dp/B0BSFQ4QQM/ref=sr_1_186?qid=1681802724&s=kitchen&sr=1-186
Blue Star 2.0 Ton 3 Star Fixed Speed Split AC,79990,31%,54880,Blue Star,FA324YLU,2 Tons,1760 Watts,18-04-2023,https://amazon.in/Blue-Star-Fixed-Copper-FA324YLU/dp/B09RFD8SW4/ref=sr_1_187?qid=1681802724&s=kitchen&sr=1-187
Daikin 1.8 Ton 5 Star Inverter Split AC,,,,Daikin,FTKR60U,1.8 Tons,923.07 Kilowatt Hours Per Year,18-04-2023,https://amazon.in/Daikin-Inverter-Copper-Filter-FTKR60U/dp/B09R4RMSHZ/ref=sr_1_188?qid=1681802724&s=kitchen&sr=1-188
Carrier 1.5 Ton 3 Star AI Flexicool Hybridjet Inverter Split AC,,,,Carrier,CAI18IN3R32F0,1.5 Tons,1046.3 Kilowatt Hours Per Year,18-04-2023,https://amazon.in/Carrier-Flexicool-Hybridjet-Inverter-Anti-Viral/dp/B0BV9SMQJ8/ref=sr_1_189?qid=1681802724&s=kitchen&sr=1-189
Voltas Split Inverter AC Floral 1.5 Ton 4 Star,62490,36%,40150,Voltas,4503079- 184V SZS-Floral,1.5 Tons,966.04 Kilowatt Hours,18-04-2023,https://amazon.in/Voltas-Inverter-Floral-184V-SZS-Floral/dp/B09SM74WDR/ref=sr_1_190?qid=1681802724&s=kitchen&sr=1-190
LG 1.5 Ton 5 Star AI+ DUAL Inverter Wi-Fi Split AC,83990,37%,52990,LG,RS-Q19UWZE,1.5 Tons,685.26 Kilowatt Hours Per Year,18-04-2023,https://amazon.in/LG-Convertible-Anti-Virus-Protection-RS-Q19UWZE/dp/B0BQ79L1DY/ref=sr_1_191?qid=1681802724&s=kitchen&sr=1-191
"Samsung 1.5 Ton 3 Star Wi-fi Enabled, Wind-Free Technology Inverter Split AC",64990,33%,43399,Samsung,AR18CY3AAGB,1.5 Tons,1560 Kilowatt Hours Per Year,18-04-2023,https://amazon.in/Samsung-Technology-Convertible-Anti-bacterial-AR18CY3AAGB/dp/B0BSGSSMGM/ref=sr_1_192?qid=1681802724&s=kitchen&sr=1-192
"Portable Air Conditioner,4 IN 1 Effective Evaporative Personal Air Cooler with 4 Wind Speed&2 Cool Mist,Small Cold Air Fan with 2-8H timer&Colorful Nightlight for Room,Office,Desk,Camping",,,10758,,,,,18-04-2023,https://amazon.in/Portable-Conditioner-Effective-Evaporative-Nightlight/dp/B0B2DLSMV9/ref=sr_1_193?qid=1681802724&s=kitchen&sr=1-193
Samsung 1 Ton 3 Star Inverter Split AC,50990,33%,34350,Samsung,AR12CY3ZAGD,1 Tons,960 Kilowatt Hours Per Year,18-04-2023,https://amazon.in/Samsung-Inverter-Convertible-Anti-bacterial-AR12CY3ZAGD/dp/B0BSGSR6T9/ref=sr_1_194?qid=1681802724&s=kitchen&sr=1-194
TOSHIBA 1 Ton 3 Star Inverter Split AC,,,,TOSHIBA,RAS-13HKCV3G-INT +RAS-13HACV3G-INT,1 Tons,618 Kilowatt Hours Per Year,18-04-2023,https://amazon.in/TOSHIBA-Inverter-System-RAS-13HKCV3G-INT-RAS-13HACV3G-INT/dp/B08YMZSJ4B/ref=sr_1_194?qid=1681803066&s=kitchen&sr=1-194
Lloyd 1.0 Ton 3 Star Inverter Split AC with Anti-Viral + PM 2.5 Filter,44990,27%,32990,Lloyd,GLS12I3FWAVG,1 Tons,698.49 Kilowatt Hours,18-04-2023,https://amazon.in/Lloyd-Anti-Viral-GLS12I3FWAVG-Indication-Installation/dp/B09TNRLJG6/ref=sr_1_195?qid=1681803066&s=kitchen&sr=1-195
"pstuiky Portable Air Conditioner Fan,Personal Space Mini Evaporative Air Cooler ,USB Desktop Silent Spray Refrigeration Swamp Cooler Humidifier for Room/Office/Camping Home",22990,50%,11490,,,,,18-04-2023,https://amazon.in/pstuiky-Conditioner-Evaporative-Refrigeration-Humidifier/dp/B0967M4Q4H/ref=sr_1_196?qid=1681803066&s=kitchen&sr=1-196
Haier Frost Clean Inverter Split AC with 5 in 1 easy Convertible,42490,2%,41500,Haier,HSU19E-TXB5B(INV),1.6 Tons,880 Kilowatt Hours Per Year,18-04-2023,https://amazon.in/Haier-Inverter-Convertible-HSU19E-TXB5B-INV/dp/B09SP3B4PH/ref=sr_1_197?qid=1681803066&s=kitchen&sr=1-197
Lloyd 5 in 1 Convertible 1 Ton 3 Star Inverter Split AC with Low Gas Detection,50990,39%,30990,Lloyd,LLOYD S.AC GLS12I3FWSBV-IND,1 Tons,698.49 Kilowatt Hours,18-04-2023,https://amazon.in/Lloyd-Convertible-Detection-Condenser-GLS12I3FWSBV/dp/B0BYDCXQD7/ref=sr_1_198?qid=1681803066&s=kitchen&sr=1-198
Haier 1 Ton 3 Star Inverter Split AC,60490,42%,34990,Haier,HSU13K-PYS3BE1-INV,1 Tons,694.49 Watts,18-04-2023,https://amazon.in/Haier-Inverter-Convertible-Antibacterial-HSU13K-PYS3BE1-INV/dp/B0BSFQQ92X/ref=sr_1_199?qid=1681803066&s=kitchen&sr=1-199
SUHANA Snow Falls 1.0 Ton 5 Star Non Inverter Split Air Conditioner AC with Energy Saver Technology,49088,29%,35000,SUHANA Snow falls,2022-23 SU12JSF0123R22,1 Tons,1200 Watts,18-04-2023,https://amazon.in/SUHANA-Snow-Conditioner-2022-23-SU12JSF0123R22/dp/B0BRNDNF2D/ref=sr_1_200?qid=1681803066&s=kitchen&sr=1-200
"Portable Air Conditioner Fan - Personal Air Conditioner with Icebox, Personal Air Cooler 3 Speeds, Evaporative Air Cooler for Home, Office, Camping & Outdoor, Mini Portable AC with 7 Colors Lights, USB Charging, Quiet",,,,,,,,18-04-2023,https://amazon.in/Portable-Air-Conditioner-Fan-Evaporative/dp/B09MTBPCX2/ref=sr_1_201?qid=1681803066&s=kitchen&sr=1-201
Daikin 1.5 Ton 3 Star Inverter Split AC,58400,29%,41690,Daikin,F/DTKL50U,1.5 Tons,240 Kilowatts,18-04-2023,https://amazon.in/Daikin-Star-Inverter-Split-DTKL50U/dp/B09W8Y843M/ref=sr_1_202?qid=1681803066&s=kitchen&sr=1-202
Panasonic 1 Ton 5 Star Wi-Fi Inverter Smart Split AC,68400,28%,48990,Panasonic,CS/CU-HU12ZKYF,1 Tons,531.41 Kilowatt Hours,18-04-2023,https://amazon.in/Panasonic-Convertible-additional-Purification-CU-HU12ZKYF/dp/B0BRJGNFS3/ref=sr_1_203?qid=1681803066&s=kitchen&sr=1-203
"Panasonic 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White CS/CU-TU18YKY-1, Copper Condenser)",,,,Panasonic,CS/CU-TU18YKY-1,1.5 Tons,972.89 Kilowatt Hours Per Year,18-04-2023,https://amazon.in/Panasonic-Split-Inverter-Wi-fi-Connect/dp/B09YY3VQKV/ref=sr_1_204?qid=1681803066&s=kitchen&sr=1-204
Lloyd 1.5 Ton 3 Star Hot & Cold Inverter Split AC,64990,39%,39490,Lloyd,GLS18H3FWRHC,1.5 Tons,1043.12 Kilowatt Hours,18-04-2023,https://amazon.in/Lloyd-Inverter-Convertible-Anti-Viral-GLS18H3FWRHC/dp/B0BGLC7XK2/ref=sr_1_205?qid=1681803066&s=kitchen&sr=1-205
Electrolux 1 Ton 3 Star Convertible Inverter Split Air Conditioner,56990,40%,33990,Electrolux,ESV123C1AA,1 Tons,668.13 Kilowatt Hours Per Year,18-04-2023,https://amazon.in/Electrolux-Convertible-Anti-Corrosion-UltimateHome-ESV123C1AA/dp/B0BBTT1CLQ/ref=sr_1_206?qid=1681803066&s=kitchen&sr=1-206
Lloyd 1 Ton 3 Star Fixed Speed Split Air Conditioner With PM 2.5 Air Filter & Anti Viral Dust Filter Smart 4-way Swing,,,,Lloyd,GLS12C3XWADS,1 Tons,1088 Kilowatt Hours Per Year,18-04-2023,https://amazon.in/Lloyd-Fixed-Conditioner-Filter-Copper/dp/B0BTWJXP3M/ref=sr_1_207?qid=1681803066&s=kitchen&sr=1-207
Carrier Estrella Dx 24K 2 Star Window AC with Energy Saver Mode 2 Ton,45000,18%,37000,Carrier,24k Estrella Dx 2S,2 Tons,1503.32 Kilowatt Hours Per Year,18-04-2023,https://amazon.in/Carrier-Estrella-Dx-Window-Energy/dp/B0BC49K17Y/ref=sr_1_208?qid=1681803066&s=kitchen&sr=1-208
Carrier 2.0 Ton 5 Star Wi-Fi Inverter Split AC,84990,31%,58490,Carrier,Emperia CXI Wifi,2 Tons,1054.45 Kilowatt Hours,18-04-2023,https://amazon.in/Carrier-Inverter-Copper-EMPERIA-CXI/dp/B09ZSTSVJ2/ref=sr_1_209?qid=1681803066&s=kitchen&sr=1-209
"ALLWIN TAFTA High Quality Metal Special Coated Floor Mounted Split Outdoor AC Stand for 1 Ton, 1.1 Ton, 1.2 Ton, 1.5 Ton, 2 Ton AC",1500,57%,647,,,,,18-04-2023,https://amazon.in/ALLWIN-Quality-Mounted-Special-Conditioner/dp/B0867F2BCY/ref=sr_1_210?qid=1681803066&s=kitchen&sr=1-210
Hitachi 1.5 Ton 3 Star Fixed Speed Split AC,,,,Hitachi,RAS.B318PCAIBA,1.5 Tons,1039.62 Kilowatt Hours,18-04-2023,https://amazon.in/Hitachi-Copper-Filter-Senpai-R32-RAS-B318PCAIBA/dp/B0BQ7CNJMC/ref=sr_1_211?qid=1681803066&s=kitchen&sr=1-211
"Voltas Split Air Conditioner SAC 184V DAZJ, White",69990,44%,39490,Voltas,4503219,1.5 Tons,5120 Watts,18-04-2023,https://amazon.in/Voltas-Split-Conditioner-184V-White/dp/B09WKMM7RN/ref=sr_1_212?qid=1681803066&s=kitchen&sr=1-212
Haier 1.6 Ton 3 Star Fixed Speed Split AC,,,,Haier,HSU19T-TXS3BE-FS,1.6 Tons,1045.04 Watts,18-04-2023,https://amazon.in/Haier-Copper-bactreial-filter-HSU19T-TXS3BE-FS/dp/B0BSFQ9WKN/ref=sr_1_213?qid=1681803066&s=kitchen&sr=1-213
Daikin 1.5 Ton 3 Star Inverter Split Ac,,,,Daikin,FTKL50,1.5 Tons,,18-04-2023,https://amazon.in/DAIKIN-SPLIT-INVERTER-STAR-FTKL50/dp/B07LBRD6HN/ref=sr_1_214?qid=1681803066&s=kitchen&sr=1-214
Voltas 183 LZH 1.5 Ton 3 Star Window AC,,,,Voltas,183LZH,1.5 Tons,1233 Kilowatt Hours Per Year,18-04-2023,https://amazon.in/Voltas-Star-Window-Copper-White/dp/B09WVQR375/ref=sr_1_215?qid=1681803066&s=kitchen&sr=1-215
"OGeneral 1 Ton 3 Star Split Inverter Air Conditioner ASGA12CLWA-B, White",,,,OGeneral,ASGA12CLWA,1 Tons,789 Kilowatt Hours Per Year,18-04-2023,https://amazon.in/OGeneral-Split-Inverter-Conditioner-ASGA12CLWA-B/dp/B09WMVBHWT/ref=sr_1_216?qid=1681803066&s=kitchen&sr=1-216
DAIKIN FTHT50TV16 1.5 Ton 3 Star Inverter Split AC R32 Copper Hot & Cold,61300,25%,45999,Daikin,FTHT50TV16U,,,18-04-2023,https://amazon.in/DAIKIN-FTHT50TV16-Inverter-Split-Copper/dp/B083HYBWVX/ref=sr_1_217?qid=1681803066&s=kitchen&sr=1-217
LG 1.5 Ton 4 Star DUAL Inverter AI Super Convertible 6-in-1 ThinQ-Wifi Split AC,72990,41%,42990,LG,PS-Q19SWYF,1.5 Tons,800 Kilowatt Hours,18-04-2023,https://amazon.in/LG-Inverter-Convertible-ThinQ-Wifi-PS-Q19SWYF/dp/B09SCZT2JC/ref=sr_1_218?qid=1681803408&s=kitchen&sr=1-218
Portable ni Air Conditioner Desktop Air Cooler Hu difier USB ni Fan with LED Light for Home or Office,9425,43%,5350,Layfoxz,,,,18-04-2023,https://amazon.in/Portable-Conditioner-Desktop-Cooler-difier/dp/B09B73B12W/ref=sr_1_219?qid=1681803408&s=kitchen&sr=1-219
Haier 1.6 Ton 5 Star Inverter Split AC,72490,37%,45990,Haier,HSU19E-TXG5BE-INV,1.6 Tons,828.37 Watts,18-04-2023,https://amazon.in/Haier-Inverter-Convertible-Antibacterial-HSU19E-TXG5BE-INV/dp/B0BSFR7FCV/ref=sr_1_220?qid=1681803408&s=kitchen&sr=1-220
Haier Wash Clean Inverter Split AC,,,,Haier,HSU15Q-TCW3B(INV),1.2 Tons,823 Kilowatt Hours Per Year,18-04-2023,https://amazon.in/Haier-Inverter-Rating-HSU15Q-TCW3B-INV/dp/B09SP1K4LN/ref=sr_1_221?qid=1681803408&s=kitchen&sr=1-221
Daikin 1.8 Ton 2 Star Fixed Speed Split AC,61600,29%,43690,Daikin,FTE60U,1.8 Tons,1435.97 Kilowatt Hours Per Year,18-04-2023,https://amazon.in/Daikin-Copper-Bacterial-Filter-FTE60U/dp/B09R4R6L89/ref=sr_1_222?qid=1681803408&s=kitchen&sr=1-222
Carrier 1.5 Ton 5 Star Inverter Split AC,,,,Carrier,Durafresh CXI,1.5 Tons,841.86 Kilowatt Hours,18-04-2023,https://amazon.in/Carrier-Inverter-Copper-DURAFRESH-CXI/dp/B09Z2YN59L/ref=sr_1_223?qid=1681803408&s=kitchen&sr=1-223
O General 2 Ton 5 Star Inverter Split AC,,,,O General,ASGG24CGTB-B,2 Tons,1090 Kilowatt Hours Per Year,18-04-2023,https://amazon.in/General-Inverter-Copper-Condenser-ASGG24CGTB-B/dp/B09MJ67S87/ref=sr_1_224?qid=1681803408&s=kitchen&sr=1-224
"Voltas Split Air Conditioner SAC 185V CAZZ, White,",71990,45%,39410,Voltas,4503222,1.5 Tons,5200 Watts,18-04-2023,https://amazon.in/Voltas-Split-Conditioner-White-4503222/dp/B09W5K2L16/ref=sr_1_225?qid=1681803408&s=kitchen&sr=1-225
Samsung 1 Ton 3 Star Inverter Split AC,50990,20%,40790,Samsung,AR12CY3ZAPG,1 Tons,960 Kilowatt Hours Per Year,18-04-2023,https://amazon.in/Samsung-Inverter-Convertible-Anti-bacterial-AR12CY3ZAPG/dp/B0BSGVLLPX/ref=sr_1_226?qid=1681803408&s=kitchen&sr=1-226
"Whirlpool 1.0 Ton 5 Star, Inverter Split AC",61500,43%,34990,Whirlpool,41324,1 Tons,515.27 Kilowatts,18-04-2023,https://amazon.in/Whirlpool-Inverter-Split-Magicool-Convert/dp/B09RWPVC5M/ref=sr_1_227?qid=1681803408&s=kitchen&sr=1-227
Voltas 1.5 Ton Inverter 3 Star Split AC,59390,39%,36480,Voltas,4503023-SAC 183V DZZ,1.5 Tons,1053.61 Kilowatt Hours Per Year,18-04-2023,https://amazon.in/Voltas-Inverter-Split-183V-DZZ/dp/B09BDQQLNY/ref=sr_1_228?qid=1681803408&s=kitchen&sr=1-228
Lloyd Havells 1.5 Ton 5 Star Inverter Split AC,61990,31%,42499,Lloyd,GLS18I56WRBP,1.5 Tons,865.9 Kilowatt Hours,18-04-2023,https://amazon.in/Lloyd-Inverter-Copper-Anti-Viral-GLS18I56WRBP/dp/B08V85PTR6/ref=sr_1_229?qid=1681803408&s=kitchen&sr=1-229
Lloyd 1.5 Ton 3 Star Inverter AC,58990,39%,35990,Lloyd,LLOYD S.AC GLS18I3FWSEV-IND,1.5 Tons,698.49 Kilowatt Hours,18-04-2023,https://amazon.in/Lloyd-1-5-Star-Inverter-1-5TGLS18I3FWSEV3S/dp/B0BYDF32MC/ref=sr_1_230?qid=1681803408&s=kitchen&sr=1-230
Voltas 1.5 Ton 3 Star Inverter Split AC,58990,38%,36480,Voltas,SAC_183V_CZTT,1.5 Tons,,18-04-2023,https://amazon.in/Voltas-Inverter-Split-Copper-SAC_183V_CZTT/dp/B07P4HH3B6/ref=sr_1_231?qid=1681803408&s=kitchen&sr=1-231
O general 1 Ton 3 Star Inverter Split AC,,,,OGeneral,ASGG12CPTB-B,,709 Kilowatt Hours Per Year,18-04-2023,https://amazon.in/general-Inverter-Split-ASGG12CPTB-B-Copper/dp/B09F6KVMN3/ref=sr_1_232?qid=1681803408&s=kitchen&sr=1-232
Carrier 1.5 Ton 3 Star Split Inverter AC,,,,Carrier,CARR S.AC EMPERIA LXi 18K 3* (INVT)-IND,1.5 Tons,1058.16 Kilowatt Hours,18-04-2023,https://amazon.in/Carrier-Inverter-18K-EMPERIA-LXi/dp/B0BYDD5B87/ref=sr_1_233?qid=1681803408&s=kitchen&sr=1-233
"Portable Air Conditioner, 6-IN-1 Evaporative Personal Air Cooler Humidifier with 4 Speeds 7 Colors Light, 70°Oscillation USB Quiet Fast Cooling Air Cooler with Timer Function for Home, Office, Bedroom, Travel, Camping",,,6821,,,,,18-04-2023,https://amazon.in/Portable-Air-Conditioner-Evaporative-70%C2%B0Oscillation/dp/B09T6M5Z5P/ref=sr_1_234?qid=1681803408&s=kitchen&sr=1-234
LG 1.5 Ton 4 Star Inverter Split AC,59990,27%,43890,LG,MS-Q18KNYA1,1.5 Tons,920.82 Kilowatt Hours,18-04-2023,https://amazon.in/LG-Convertible-Anti-Virus-Protection-MS-Q18KNYA1/dp/B08TCFWVQH/ref=sr_1_235?qid=1681803408&s=kitchen&sr=1-235
Hitachi 1.5 Ton 3 Star Inverter Split AC,,,,Hitachi,RSQG318HEEA,1.5 Tons,1039.88 Kilowatt Hours,18-04-2023,https://amazon.in/Hitachi-Inverter-Copper-Filter-RSQG318HEEA/dp/B08Z47KQJL/ref=sr_1_236?qid=1681803408&s=kitchen&sr=1-236
DotOne -10V.1-3S01- BEE 3 Star Rating 1 TON Inverter. Split Air Conditioner,,,,Dotone,10V.1-3S01,1 Tons,739.4 Watts,18-04-2023,https://amazon.in/DotOne-10V-1-3S01-Rating-Inverter-Conditioner/dp/B0BSNDSTPD/ref=sr_1_237?qid=1681803408&s=kitchen&sr=1-237
"Haier 1.5 Ton 4 Star, WiFi, Inverter Split AC",69990,41%,40990,Haier,HSU18K-PYFR4BE1-INV,1.5 Tons,886.36 Watts,18-04-2023,https://amazon.in/Haier-Inverter-Convertible-Antibacterial-HSU18K-PYFR4BE1-INV/dp/B0BSFSK57G/ref=sr_1_238?qid=1681803408&s=kitchen&sr=1-238
LG 1.5 Ton 3 Star Inverter Split AC,55990,30%,38990,LG,KS-Q18ENXA,1.5 Tons,1050.85 Kilowatt Hours,18-04-2023,https://amazon.in/LG-Inverter-Split-Copper-KS-Q18ENXA/dp/B07MYXRVRG/ref=sr_1_239?qid=1681803408&s=kitchen&sr=1-239
Panasonic 1.5 Ton 4 Star Wi-Fi Twin-Cool Inverter Split Air Conditioner,,,,Panasonic,CS/CU-WU18YKYXF,1.5 Tons,961.12 Kilowatt Hours,18-04-2023,https://amazon.in/Panasonic-Conditioner-Anti-Corrosion-Purification-CU-WU18YKYXF/dp/B09RP38FBT/ref=sr_1_240?qid=1681803408&s=kitchen&sr=1-240
Carrier 1.5 Ton 4 Star Window AC,76556,53%,35999,Carrier,CAW18SC4R31F1,1.5 Tons,867 Kilowatt Hours Per Year,18-04-2023,https://amazon.in/Carrier-1-5-Ton-4Star-Window/dp/B09R4RQ4DN/ref=sr_1_241?qid=1681803408&s=kitchen&sr=1-241
